Kategori;Tindak Lanjut/Arahan;Rekomendasi ;PIC;Status ;Rapat ;Tanggal Rapat;Due Date;Durasi-Tgl Rapat;Durasi-DueDate;Email Due Reminder;Keterangan ; ; ; ; ; ; ; ; ; ; ; ; ; 
;" Strategi Optimalisasi Pengembangan Royaltrans
Penggabungan rute D23 Cinere - Bundaran Senayan dan D31 Cinere - Kuningan menjadi Cinere - Bundaran Senayan ditargetkan efektif pada 21 Juli 2025";;Divisi Swakelola;Closed;BOD;02-Jul-25;21-Jul-25;321;302;;;;;;;;;;;;;;;
;" Strategi Optimalisasi Pengembangan Royaltrans
Penggabungan rute D23 Cinere - Bundaran Senayan dan D31 Cinere - Kuningan menjadi Cinere - Bundaran Senayan ditargetkan efektif pada 21 Juli 2025";;Divisi Pemasaran;Closed;BOD;02-Jul-25;21-Jul-25;321;302;;;;;;;;;;;;;;;
;" Strategi Optimalisasi Pengembangan Royaltrans
Persiapkan brand positioning untuk Royaltrans dengan matang sebelum dilakukan kenaikan tarif
Kenaikan tarif Rp20.000 menjadi Rp35.000 dapat dilakukan dengan catatan: menunggu kontrak Kementerian Pertahanan selesai ditandatangani baru dilakukan kenaikan tarif serta terlebih dahulu persiapkan strategi, value proposition, narasi dan komunikasi kenaikan tarif (Pemasaran, Swakelola, Pelayanan)
Diberikan waktu 2 minggu untuk disampaikan kembali ke Direksi";;Divisi Pemasaran;Closed;BOD;02-Jul-25;16-Jul-25;321;307;;"Project leader Royaltrans adalah Divisi Pemasaran. 
Termasuk kajian tarif, dsb.";;;;;;;;;;;;;
;" Strategi Optimalisasi Pengembangan Royaltrans
Persiapkan brand positioning untuk Royaltrans dengan matang sebelum dilakukan kenaikan tarif
Kenaikan tarif Rp20.000 menjadi Rp35.000 dapat dilakukan dengan catatan: menunggu kontrak Kementerian Pertahanan selesai ditandatangani baru dilakukan kenaikan tarif serta terlebih dahulu persiapkan strategi, value proposition, narasi dan komunikasi kenaikan tarif (Pemasaran, Swakelola, Pelayanan)
Diberikan waktu 2 minggu untuk disampaikan kembali ke Direksi";;Divisi Swakelola;Closed;BOD;02-Jul-25;16-Jul-25;321;307;;"Project leader Royaltrans adalah Divisi Pemasaran. 
Termasuk kajian tarif, dsb.";;;;;;;;;;;;;
;" Strategi Optimalisasi Pengembangan Royaltrans
Persiapkan brand positioning untuk Royaltrans dengan matang sebelum dilakukan kenaikan tarif
Kenaikan tarif Rp20.000 menjadi Rp35.000 dapat dilakukan dengan catatan: menunggu kontrak Kementerian Pertahanan selesai ditandatangani baru dilakukan kenaikan tarif serta terlebih dahulu persiapkan strategi, value proposition, narasi dan komunikasi kenaikan tarif (Pemasaran, Swakelola, Pelayanan)
Diberikan waktu 2 minggu untuk disampaikan kembali ke Direksi";;Divisi Swakelola;Closed;BOD;02-Jul-25;16-Jul-25;321;307;;;;;;;;;;;;;;;
;" Strategi Optimalisasi Pengembangan Royaltrans
Persiapkan brand positioning untuk Royaltrans dengan matang sebelum dilakukan kenaikan tarif
Kenaikan tarif Rp20.000 menjadi Rp35.000 dapat dilakukan dengan catatan: menunggu kontrak Kementerian Pertahanan selesai ditandatangani baru dilakukan kenaikan tarif serta terlebih dahulu persiapkan strategi, value proposition, narasi dan komunikasi kenaikan tarif (Pemasaran, Swakelola, Pelayanan)
Diberikan waktu 2 minggu untuk disampaikan kembali ke Direksi";;Divisi Pemasaran;Closed;BOD;02-Jul-25;16-Jul-25;321;307;;;;;;;;;;;;;;;
;"Persiapkan brand positioning untuk Royaltrans dengan matang sebelum dilakukan kenaikan tarif
Kenaikan tarif Rp20.000 menjadi Rp35.000 dapat dilakukan dengan catatan: menunggu kontrak Kementerian Pertahanan selesai ditandatangani baru dilakukan kenaikan tarif serta terlebih dahulu persiapkan strategi, value proposition, narasi dan komunikasi kenaikan tarif (Pemasaran, Swakelola, Pelayanan)
Diberikan waktu 2 minggu untuk disampaikan kembali ke Direksi";;"""Divisi Keuangan, Akuntansi, dan Perpajakan""";Closed;BOD;02-Jul-25;16-Jul-25;321;307;;;;;;;;;;;;;;;
;"a) Dalam analisa harus dilakukan cacah satu per satu tidak bisa secara gelondongan agar lebih valid
b) Diberikan waktu 2 minggu untuk membuat data dan analisa travel speed terhadap 14 Koridor BRT
c) Dalam pengadaan dan pemasangan MCB dari 65% yang sudah dipasang, perlu dilakukan analisa terkait bagaimana dan berapa persen dampak terhadap perbaikan BRT Travel Speed
d) Analisis data GPS dimaksimalkan dalam 2 minggu dari sekarang untuk dapat dilihat hitmap di setiap halte/bus
e) Terkait gate, mendukung agar dapat dilakukan secara digital sistem sehingga tidak perlu lagi manual dengan orang";;Divisi Keselamatan dan Keamanan;Closed;BOD;02-Jul-25;16-Jul-25;321;307;;;;;;;;;;;;;;;
;"Update Progres Analisis dan Evaluasi BRT Travel Speed
a) Dalam analisa harus dilakukan cacah satu per satu tidak bisa secara gelondongan agar lebih valid
b) Diberikan waktu 2 minggu untuk membuat data dan analisa travel speed terhadap 14 Koridor BRT
c) Dalam pengadaan dan pemasangan MCB dari 65% yang sudah dipasang, perlu dilakukan analisa terkait bagaimana dan berapa persen dampak terhadap perbaikan BRT Travel Speed
d) Analisis data GPS dimaksimalkan dalam 2 minggu dari sekarang untuk dapat dilihat hitmap di setiap halte/bus
e) Terkait gate, mendukung agar dapat dilakukan secara digital sistem sehingga tidak perlu lagi manual dengan orang";;Divisi Sistem Teknologi dan Informasi;Closed;BOD;02-Jul-25;16-Jul-25;321;307;;;;;;;;;;;;;;;
;"Persiapkan acara partner/mitra gathering untuk top manajement level untuk bersama-sama naik transportasi umum dengan tujuan langsung melihat kondisi di lapangan, misal:  
- dengan pimpinan vendor CS meninjau langsung kebersihan halte
- dengan pimpinan Telkomsel meninjau langsung alat tapping di halte/di bus
Ditargetkan pelaksanaannya pada Rabu 09 Juli 2025 mendatang dengan giat sarapan bersama di kantor Transjakarta sebagai penutup acara (Sekper)";;Divisi Sekretaris Perusahaan dan Hubungan Masyarakat;Closed;BOD;02-Jul-25;09-Jul-25;321;314;;;;;;;;;;;;;;;
;"RKA-P 2025:
1. Perlu dilakukan perhitungan ulang kembali terhadap anggaran subsidi operasional
2. Kebutuhan investasi/capex
3. Penambahan karyawan sebesar 5% terhadap RKA-P segera pastikan tindak lanjutnya dengan tim SDM
4. Tanggal 04 Juli 2025 RKA Perubahan 2025 sudah dikirimkan kembali ke Dewan Komisaris";;Divisi Perencanaan Perusahaan dan Manajemen Risiko;Closed;BOD;02-Jul-25;04-Jul-25;321;319;;;;;;;;;;;;;;;
;"RKA-P 2025:
1. Perlu dilakukan perhitungan ulang kembali terhadap anggaran subsidi operasional
2. Kebutuhhan investasi/capex
3. Penambahan karyawan sebesar 5% terhadap RKA-P segera pastikan tindak lanjutnya dengan tim SDM
4. Tanggal 04 Juli 2025 RKA Perubahan 2025 sudah dikirimkan kembali ke Dewan Komisaris";;"""Divisi Keuangan, Akuntansi, dan Perpajakan""";Closed;BOD;02-Jul-25;04-Jul-25;321;319;;;;;;;;;;;;;;;
;Terkait penambahan karyawan sebesar 5% terhadap RKA-P, tolong diupdate ;;Divisi Sumber Daya Manusia;Closed;BOD;09-Jul-25;04-Jul-25;314;319;;;;;;;;;;;;;;;
;Terkait penambahan karyawan sebesar 5% terhadap RKA-P, tolong diupdate ;;"""Divisi Keuangan, Akuntansi, dan Perpajakan""";Closed;BOD;09-Jul-25;04-Jul-25;314;319;;;;;;;;;;;;;;;
;Segera rampungkan RKA-P untuk dikirimkan kembali ke Komisaris dan Pemegang Saham;;Divisi Perencanaan Perusahaan dan Manajemen Risiko;Closed;BOD;09-Jul-25;01-Aug-25;314;291;;;;;;;;;;;;;;;
;Tolong buatkan rencana operasional mengenai RKA-P, 04 Juli 2025 akan dikirimkan kembali ke Komisaris ;;Divisi Sumber Daya Manusia;Closed;BOD;09-Jul-25;04-Jul-25;314;319;;;;;;;;;;;;;;;
;Tolong buatkan rencana operasional mengenai RKA-P, 04 Juli 2025 akan dikirimkan kembali ke Komisaris ;;"""Divisi Keuangan, Akuntansi, dan Perpajakan""";Closed;BOD;09-Jul-25;04-Jul-25;314;319;;;;;;;;;;;;;;;
;Kirimkan laporan progres ke Gubernur termasuk update mengenai koordinasi dengan Kementerian PU ;;Divisi Pengembangan dan Pengelolaan Prasarana;Closed;BOD;09-Jul-25;16-Jul-25;314;307;;;;;;;;;;;;;;;
;Kirimkan laporan progres mengenai Pembangunan Hub Central Cawang untuk ke Gubernur termasuk update mengenai koordinasi dengan Kementerian PU ;;Divisi Perencanaan Perusahaan dan Manajemen Risiko;Closed;BOD;09-Jul-25;16-Jul-25;314;307;;;;;;;;;;;;;;;
;"Dokumen Pengadaan Kajian Investasi (Pemasaran):
a. Tambahkan syarat berupa afiliasi internasional untuk menjaga kualitas calon penyedia yang akan mendaftar
b. Sesuaikan kembali bobot evaluasi teknis dan biaya 60%-40% 
c. Harap difinalkan siang ini (09/07/2025)";;Divisi Pemasaran;Closed;BOD;09-Jul-25;09-Jul-25;314;314;;;;;;;;;;;;;;;
;"Usulan penambahan stakeholder mapping untuk FGD dalam Pembangunan Hub Central Cawang :
a. Kodam Jaya
b. Polres/Satlantas (Pos Polisi di putaran Cawang)
c. BPJT, LRT Jabodebek, KCIC
d. SAPPK ITB
e. Komunitas: FDTJ, GAUN/Pertuni, RUJAK, Karsa City Lab, Nekropolis, Stravenues, dan lainnya";;Divisi Pengembangan dan Pengelolaan Prasarana;Closed;BOD;09-Jul-25;24-Jul-25;314;299;;;;;;;;;;;;;;;
;"Usulan penambahan stakeholder mapping untuk FGD dalam Pembangunan Hub Central Cawang :
a. Kodam Jaya
b. Polres/Satlantas (Pos Polisi di putaran Cawang)
c. BPJT, LRT Jabodebek, KCIC
d. SAPPK ITB
e. Komunitas: FDTJ, GAUN/Pertuni, RUJAK, Karsa City Lab, Nekropolis, Stravenues, dan lainnya";;Divisi Perencanaan Perusahaan dan Manajemen Risiko;Closed;BOD;09-Jul-25;24-Jul-25;314;299;;;;;;;;;;;;;;;
;"Usulan penambahan stakeholder mapping untuk FGD dalam Pembangunan Hub Central Cawang :
a. Kodam Jaya
b. Polres/Satlantas (Pos Polisi di putaran Cawang)
c. BPJT, LRT Jabodebek, KCIC
d. SAPPK ITB
e. Komunitas: FDTJ, GAUN/Pertuni, RUJAK, Karsa City Lab, Nekropolis, Stravenues, dan lainnya";;Divisi Integrasi Angkutan;Closed;BOD;09-Jul-25;24-Jul-25;314;299;;;;;;;;;;;;;;;
;"Strategi peningkatan layanan Open Top Tour of Jakarta:
a. Eksplorasi kembali jalur dan titik perhentian Open Top Tour agar melewati landmark bersejarah dan spot foto ikonik yang menarik bagi pelanggan 
b. Perhitungkan kembali skala dan potensi penjualan merchandise karena ini merupakan peluang bisnis yang besar. Pastikan manajemen inventory dilakukan dengan baik untuk menghindari kekosongan stok. 
c. Buatkan teaser untuk pembukaan rute baru (untuk melihat antusiasme)
d. Brand open top tour nya di jaga, yang dijual naming rights adalah rutenya 
e. Lakukan koordinasi dengan Piala Mas untuk mendapatkan estimasi waktu penyelesaian. Jika hingga Desember skema panoramic bus belum selesai, jalankan model bus eksisting saja. 
f. Gunakan OTT sebagai strategi cross selling agar pelanggan OTT shifting menggunakan layanan reguler Transjakarta";;Divisi Pemasaran;Closed;BOD;09-Jul-25;23-Jul-25;314;300;;;;;;;;;;;;;;;
;"Strategi peningkatan layanan Open Top Tour of Jakarta:
Segera siapkan opsi pembayaran digital yang dapat diakses turis mancanegara seperti CC, Mastercard/Visa dan buatkan disparitas harga untuk turis lokal dan turis mancanegara";;Divisi Pemasaran;Closed;BOD;09-Jul-25;23-Jul-25;314;300;;;;;;;;;;;;;;;
;"Strategi peningkatan layanan Open Top Tour of Jakarta:
Eksplorasi kerja sama dengan tour & travel (seperti: tiket.com/traveloka)";;Divisi Pemasaran;Closed;BOD;09-Jul-25;23-Jul-25;314;300;;;;;;;;;;;;;;;
;Dalam produksi merchandise untuk Open Top Tour of Jakarta, diharapkan Pengadaan membantu Pemasaran mencari vendor sampai internasional;;Divisi Umum dan Pengadaan;Closed;BOD;09-Jul-25;23-Jul-25;314;300;;;;;;;;;;;;;;;
;"Dalam strategi penataan kantor pusat:
a. Buatkan penataan kali kembali dengan menyediakan area resapan air yang cukup lebar.
b. Alokasikan waktu 1 bulan untuk proses pengadaan konsultan terkait penataan kawasan kantor 
c. Lakukan evaluasi terhadap vendor conblock yang telah bekerja di sepanjang kali, dan hindari penunjukan kembali vendor tersebut.
d. Lakukan pemetaan aktivitas berdasarkan kuadran “urgent & important” untuk menentukan prioritas kerja. Koordinasikan dengan Divisi Prasarana
e. Eksplorasi peluang kerja sama tidak hanya dengan ITJ, namun juga dengan pihak lain yang relevan.
f. Evaluasi terlebih dahulu kondisi area gedung kantor pusat sebelum dilakukan penataan atau perawatan lanjutan.
g. Tunda pengecatan fasad gedung dan fokuskan anggaran untuk keperluan relayouting yang lebih mendesak.
h. Pengecatan fasad tidak direkomendasikan untuk saat ini. Dahulukan penyusunan rencana kerja dan penentuan ruang lingkup
i. Fokuskan anggaran untuk keperluan relayouting yang lebih mendesak.
j. Eksplorasi kemungkinan zonasi untuk area komersial di sekitar kawasan kali atau gedung kantor pusat untuk potensi pengembangan";;Divisi Umum dan Pengadaan;Closed;BOD;09-Jul-25;08-Aug-25;314;284;;;;;;;;;;;;;;;
;"Terkait Hasil Survei Kepuasan Pelanggan TW I:
1. Gunakan grafik kuadran untuk menampilkan hasil survei. Garis merah pada grafik performance dijadikan sebagai target pelayanan yang harus dicapai.
2. Buat analisis dan usulan perbaikan pelayanan berdasarkan hasil survei
3. Jangan menggabungkan CSI dan NPS dalam pelaporan. CSI (Customer Satisfaction Index) dianggap sudah tidak relevan. 
4. Mulai Semester II, gunakan NPS (Net Promoter Score) per layanan untuk evaluasi kepuasan pelanggan.
5. Pastikan survei CSI hanya di submit di akhir tahun. Survei internal tengah semester hanya untuk laporan manajemen internal, bukan untuk publikasi eksternal.
6. Tentukan treatment plan untuk setiap divisi berdasarkan hasil survei. Sertakan due date, penanggung jawab (PIC), dan langkah konkret.";;Divisi Pelayanan;Closed;BOD;09-Jul-25;23-Jul-25;314;300;;;;;;;;;;;;;;;
;Segera buatkan surat untuk menindaklanjuti hasil meeting dengan Kemendagri. Surat ditujukan untuk meminta arahan terkait pendistribusian kartu, sambil menunggu proses harmonisasi Pergub. Dasari surat dengan catatan bahwa sudah ada teguran dari Ombudsman ;;Divisi Pelayanan;Closed;BOD;09-Jul-25;10-Jul-25;314;313;;;;;;;;;;;;;;;
;Perlu evaluasi proses dan efisiensi dalam pelayanan agar waktu tunggu untuk distribusi KLG berkurang ;;Divisi Pelayanan;Closed;BOD;09-Jul-25;10-Jul-25;314;313;;;;;;;;;;;;;;;
;"Pembahasan Penyelesaian Phincon
Terkait upaya pembatalan atas putusan BANI pada 11 April 2025 yang tolak oleh Pengadilan Negeri Jakarta Timur, maka langkah yang ditempuh yakni dalam minggu ini Kepala Divisi Legal koordinasikan dengan Jaksa Agung Muda Bidang Perdata dan Tata Usaha Negara (Jamdatun) Kejaksaan Agung Republik Indonesia untuk mendapatkan opini guna menentukan langkah berikutnya ";;Divisi Legal dan Kepatuhan;Closed;BOD;09-Jul-25;09-Jul-25;314;314;;;;;;;;;;;;;;;
;Persiapkan surat ke Dinas Perhubungan hari ini untuk menindaklanjuti tumpukan kartu layanan gratis yang belum didistribusikan kepada pelanggan. ;;Divisi Pelayanan;Closed;BOD;09-Jul-25;09-Jul-25;314;314;;;;;;;;;;;;;;;
;Siapkan 3 bulan VoC terakhir untuk rute Alam Sutera besok siang jam 2;;Divisi Pelayanan;Closed;BOD;09-Jul-25;10-Jul-25;314;313;;;;;;;;;;;;;;;
;Persiapkan konsep Contact Center sebelum habis kontrak di September 2025;;Divisi Pelayanan;Closed;BOD;09-Jul-25;23-Jul-25;314;300;;;;;;;;;;;;;;;
;Tindak agent CC yang tidak perform melalui pemberian SP;;Divisi Pelayanan;Closed;BOD;09-Jul-25;10-Jul-25;314;313;;;;;;;;;;;;;;;
;"Dalam tindak lanjut strategi pengembangan SDM, lakukan:
1. Dalami strategi yang sudah dirancang dan sederhanakan konsep nilai Transjakarta menjadi lebih mudah dipahami dan dikenal ekternal.
2. Buat wadah/metode untuk pelatihan SDM yang kurang sesuai dari sisi karakter dengan standar yang dibutuhkan sehingga dapat diutilisasi. (tetap comply dengan aturan)
3. Rancang penggabungan program pelatihan leader bersama eksternal untuk lebih mengukur kemampuan internal.
4. Fokuskan project yang jalan duluan saat ini dan lakukan evaluasi dalam waktu 2 minggu.
5. Rumuskan pengembangan profesi pramudi secara jelas akan dijadikan spesialis atau fungsional.
6. Analisis jumlah struktural perlu sebanyak sekarang atau justru digeser fungsional.
7. Culture, Value Alignment, dan Critical Thinking penting untuk ditanamkan untuk level leader agar dapat memberikan laporan yang sesuai dengan harapan Direksi.
8. Mohon lakukan pengecekan terhadap pekerjaan-pekerjaan yang akan hilang seperti sterilisasi jalur, contact center, dan sejenisnya.";;Divisi Sumber Daya Manusia;Closed;BOD;09-Jul-25;16-Jul-25;314;307;;;;;;;;;;;;;;;
;"Penataan Depo Pesing:
1. Segera koordinasi dengan PT Davalti untuk pembongkaran area SPBG
2. Hitung kembali rencana yang sudah ditampilkan. Rencana yang saat ini ditampilkan hanya untuk jangka pendek. Harap dikaji rencana jangka panjang (mixed-use, hunian terjangkau, dan opsi lainnya) dan dipastikan agar rencana jangka pendek align dengan rencana jangka panjang untuk mencegah bongkar pasang dan kemungkinan lainnya di kemudian hari
3. Identifikasi ketentuan peruntukan lahan/zonasi agar rencana yang diajukan bisa align
4. Cek ketentuan/peraturan apakah lahan depo Pesing bisa dibangun basement. Identifikasi melalui ketersediaan basement pada bangunan sekitar (Polres Jakbar, ruko-ruko sekitar, dan lainnya)
5. Pada area 7 di gambar masterplan agar ditampilkan rencana jalan warga seperti di area 4 dan tidak diperbolehkan adanya pembangunan baru di area tersebut
6. Pada area 7 di gambar masterplan agar dibuatkan pagar BRC sebagai pembatas jalan warga untuk mencegah warga memasuki area TJ
7. Area limbah B3 agar di-exercise untuk dipindahkan ke area 10 di gambar masterplan
8. Parkir bus dibuat untuk mengakomodir 59 unit single bus dan 52 unit articulated bus (jumlah yang ditampilkan di paparan tertukar). Harap di-exercise untuk penyediaan area parkir bus dengan model bertingkat
9. Pada area Depo, pintu masuk dan pintu keluar dibuat terpisah
10. Pertimbangkan keberadaan SPBU (high risk area) di sekitar depo
11. Tuangkan konsep green depo (green building, listrik, pengelolaan limbah, pengelolaan air, dan opsi lainnya)
12. Fixed asset yang dimiliki TJ adalah 4 T, sebanyak 1,2 T dari Depo. Lahan depo Pesing berpotensi dimanfaatkan sebesar 400 M. Ditargetkan untuk dapat menghasilkan kontribusi pendapatan 2,5% LOA
13. Kebutuhan tanah penimbunan urugan agar dapat dikoordinasikan dengan MRT
14. Mintakan tanggapan Manajemen Risiko dan K3 terhadap gambar rencana yang disampaikan
15. Pastikan proposal awal PMD 2015 mengakomodir pekerjaan Depo Pesing apabila anggaran direncanakan untuk menggunakan PMD
16. Buat timeline detail dengan memasukkan target dari divisi lain yang terkait
17. Sebelum BOD meeting selanjutnya, lakukan koordinasi dan penguatan cross function terlebih dahulu dengan divisi lain terkait (Swakelola, Keuangan, K3, Manajemen Risiko, dll.)
18. Minggu depan harus diputuskan usulan dari prasarana yang minimal sudah menampung rencana jangka pendek";;Divisi Pengembangan dan Pengelolaan Prasarana;Closed;BOD;09-Jul-25;16-Jul-25;314;307;;akan pakai konsultan. kemarin menunggu ketok rkap;;;;;;;;;;;;;
;"Penataan Depo Pesing:
1. Ownership pekerjaan ada di Swakelola
2. Segera koordinasi dengan PT Davalti untuk pembongkaran area SPBG
3. Hitung kembali rencana yang sudah ditampilkan. Rencana yang saat ini ditampilkan hanya untuk jangka pendek. Harap dikaji rencana jangka panjang (mixed-use, hunian terjangkau, dan opsi lainnya) dan dipastikan agar rencana jangka pendek align dengan rencana jangka panjang untuk mencegah bongkar pasang dan kemungkinan lainnya di kemudian hari
4. Identifikasi ketentuan peruntukan lahan/zonasi agar rencana yang diajukan bisa align
5. Cek ketentuan/peraturan apakah lahan depo Pesing bisa dibangun basement. Identifikasi melalui ketersediaan basement pada bangunan sekitar (Polres Jakbar, ruko-ruko sekitar, dan lainnya)
6. Pada area 7 di gambar masterplan agar ditampilkan rencana jalan warga seperti di area 4 dan tidak diperbolehkan adanya pembangunan baru di area tersebut
7. Pada area 7 di gambar masterplan agar dibuatkan pagar BRC sebagai pembatas jalan warga untuk mencegah warga memasuki area TJ
8. Area limbah B3 agar di-exercise untuk dipindahkan ke area 10 di gambar masterplan
9. Parkir bus dibuat untuk mengakomodir 59 unit single bus dan 52 unit articulated bus (jumlah yang ditampilkan di paparan tertukar). Harap di-exercise untuk penyediaan area parkir bus dengan model bertingkat
10. Pada area Depo, pintu masuk dan pintu keluar dibuat terpisah
11. Pertimbangkan keberadaan SPBU (high risk area) di sekitar depo
12. Tuangkan konsep green depo (green building, listrik, pengelolaan limbah, pengelolaan air, dan opsi lainnya)
13. Fixed asset yang dimiliki TJ adalah 4 T, sebanyak 1,2 T dari Depo. Lahan depo Pesing berpotensi dimanfaatkan sebesar 400 M. Ditargetkan untuk dapat menghasilkan kontribusi pendapatan 2,5% LOA
14. Kebutuhan tanah penimbunan urugan agar dapat dikoordinasikan dengan MRT
15. Mintakan tanggapan Manajemen Risiko dan K3 terhadap gambar rencana yang disampaikan
16. Pastikan proposal awal PMD 2015 mengakomodir pekerjaan Depo Pesing apabila anggaran direncanakan untuk menggunakan PMD
17. Buat timeline detail dengan memasukkan target dari divisi lain yang terkait
18. Sebelum BOD meeting selanjutnya, lakukan koordinasi dan penguatan cross function terlebih dahulu dengan divisi lain terkait (Swakelola, Keuangan, K3, Manajemen Risiko, dll.)
19. Minggu depan harus diputuskan usulan dari prasarana yang minimal sudah menampung rencana jangka pendek";;Divisi Swakelola;Closed;BOD;09-Jul-25;16-Jul-25;314;307;;;;;;;;;;;;;;;
